,temp,hum
2018-02-14,6.0,44.0
2018-02-15,9.6,51.0
2018-02-16,6.3,52.0
2018-02-17,5.8,54.0
2018-02-18,3.5,33.0
2018-02-19,5.7,45.0
2018-02-20,7.5,53.0
2018-02-21,5.9,52.0
2018-02-22,2.7,91.0
2018-02-23,3.7,90.0
2018-02-24,7.4,55.0
2018-02-25,5.6,57.0
2018-02-26,6.0,62.0
2018-02-27,7.7,63.0
2018-02-28,9.1,64.0
2018-03-01,,
2018-03-02,9.4,34.0
2018-03-03,9.7,50.0
2018-03-04,13.9,63.0
2018-03-05,15.6,87.0
2018-03-06,8.3,66.0
2018-03-07,5.2,56.0
2018-03-08,,
2018-03-09,,
2018-03-10,7.3,67.0
2018-03-11,9.2,64.0
2018-03-12,9.9,50.0
2018-03-13,11.6,61.0
2018-03-14,14.3,64.0
2018-03-15,15.9,65.0
2018-03-16,13.2,79.0
2018-03-17,7.4,52.0
2018-03-18,11.3,60.0
2018-03-19,13.0,70.0
2018-03-20,8.4,85.0
2018-03-21,3.8,88.0
2018-03-22,9.5,88.0
2018-03-23,11.9,62.0
2018-03-24,11.3,76.0
2018-03-25,13.0,62.0
2018-03-26,14.1,62.0
2018-03-27,15.7,65.0
2018-03-28,17.2,65.0
2018-03-29,18.1,60.0
2018-03-30,13.8,36.0
2018-03-31,13.4,51.0
2018-04-01,16.0,65.0
2018-04-02,17.9,70.0
2018-04-03,17.9,75.0
2018-04-04,20.1,68.0
2018-04-05,13.3,71.0
2018-04-06,18.1,82.0
2018-04-07,16.2,62.0
2018-04-08,11.9,43.0
2018-04-09,13.7,42.0
2018-04-10,13.6,52.0
2018-04-11,17.6,65.0
2018-04-12,19.1,58.0
2018-04-13,15.5,34.0
2018-04-14,15.2,67.0
2018-04-15,17.9,75.0
2018-04-16,14.7,48.0
2018-04-17,12.7,81.0
2018-04-18,12.7,94.0
2018-04-19,16.2,77.0
2018-04-20,18.7,61.0
2018-04-21,18.9,65.0
2018-04-22,20.5,67.0
2018-04-23,16.5,80.0
2018-04-24,18.0,84.0
2018-04-25,19.0,95.0
2018-04-26,18.9,55.0
2018-04-27,18.5,70.0
2018-04-28,20.1,51.0
2018-04-29,20.1,66.0
2018-04-30,20.8,65.0
2018-05-01,22.3,59.0
2018-05-02,20.4,79.0
2018-05-03,21.9,77.0
2018-05-04,18.0,55.0
2018-05-05,18.3,53.0
2018-05-06,21.0,55.0
2018-05-07,17.9,83.0
2018-05-08,12.9,92.0
2018-05-09,12.1,90.0
2018-05-10,12.1,84.0
2018-05-11,16.4,64.0
2018-05-12,18.8,73.0
2018-05-13,17.9,85.0
2018-05-14,,
2018-05-15,22.3,57.0
2018-05-16,23.5,59.0
2018-05-17,24.0,71.0
2018-05-18,23.4,82.0
2018-05-19,21.5,70.0
2018-05-20,16.8,51.0
2018-05-21,20.3,48.0
2018-05-22,21.0,55.0
2018-05-23,18.6,85.0
2018-05-24,20.7,82.0
2018-05-25,22.8,72.0
2018-05-26,21.4,63.0
2018-05-27,21.3,72.0
2018-05-28,21.6,76.0
2018-05-29,23.0,73.0
2018-05-30,21.1,86.0
2018-05-31,19.5,87.0
2018-06-01,21.7,57.0
2018-06-02,21.9,65.0
2018-06-03,22.5,68.0
2018-06-04,23.5,64.0
2018-06-05,23.2,69.0
2018-06-06,20.3,92.0
2018-06-07,22.2,81.0
2018-06-08,23.7,79.0
2018-06-09,25.7,74.0
2018-06-10,20.0,91.0
2018-06-11,18.9,99.0
2018-06-12,20.5,91.0
2018-06-13,21.5,77.0
2018-06-14,20.6,72.0
2018-06-15,17.6,93.0
2018-06-16,15.9,86.0
2018-06-17,18.7,77.0
2018-06-18,19.4,93.0
2018-06-19,22.7,77.0
2018-06-20,20.8,98.0
2018-06-21,21.2,95.0
2018-06-22,,
2018-06-23,20.6,95.0
2018-06-24,21.3,91.0
2018-06-25,26.2,71.0
2018-06-26,25.7,75.0
2018-06-27,27.7,71.0
2018-06-28,27.4,77.0
2018-06-29,28.2,73.0
2018-06-30,28.6,74.0
2018-07-01,28.1,75.0
2018-07-02,28.8,70.0
2018-07-03,28.4,69.0
2018-07-04,27.6,75.0
2018-07-05,26.7,79.0
2018-07-06,21.7,99.0
2018-07-07,25.0,86.0
2018-07-08,27.4,79.0
2018-07-09,27.3,86.0
2018-07-10,28.5,78.0
2018-07-11,29.0,75.0
2018-07-12,26.6,83.0
2018-07-13,29.1,75.0
2018-07-14,30.1,70.0
2018-07-15,29.7,78.0
2018-07-16,29.9,78.0
2018-07-17,29.9,78.0
2018-07-18,30.5,75.0
2018-07-19,29.9,78.0
2018-07-20,29.9,75.0
2018-07-21,30.5,72.0
2018-07-22,31.0,73.0
2018-07-23,32.2,59.0
2018-07-24,29.8,76.0
2018-07-25,28.1,81.0
2018-07-26,26.5,68.0
2018-07-27,25.4,69.0
2018-07-28,24.0,96.0
2018-07-29,27.9,85.0
2018-07-30,28.0,82.0
2018-07-31,28.4,79.0
2018-08-01,30.3,73.0
2018-08-02,31.2,70.0
2018-08-03,30.5,74.0
2018-08-04,29.8,72.0
2018-08-05,30.4,77.0
2018-08-06,28.7,80.0
2018-08-07,22.2,93.0
2018-08-08,23.6,95.0
2018-08-09,27.4,85.0
2018-08-10,29.8,76.0
2018-08-11,28.7,85.0
2018-08-12,27.7,85.0
2018-08-13,27.5,91.0
2018-08-14,28.8,79.0
2018-08-15,29.7,72.0
2018-08-16,29.1,72.0
2018-08-17,26.3,44.0
2018-08-18,22.7,57.0
2018-08-19,23.6,66.0
2018-08-20,24.7,74.0
2018-08-21,28.2,80.0
2018-08-22,29.7,75.0
2018-08-23,29.4,78.0
2018-08-24,28.2,84.0
2018-08-25,31.1,70.0
2018-08-26,31.0,72.0
2018-08-27,29.4,74.0
2018-08-28,26.6,84.0
2018-08-29,26.1,86.0
2018-08-30,28.8,77.0
2018-08-31,28.7,77.0
2018-09-01,25.9,86.0
2018-09-02,22.1,95.0
2018-09-03,23.6,95.0
2018-09-04,26.5,90.0
2018-09-05,27.6,75.0
2018-09-06,27.6,67.0
2018-09-07,27.5,75.0
2018-09-08,28.8,74.0
2018-09-09,28.3,76.0
2018-09-10,25.5,89.0
2018-09-11,21.4,81.0
2018-09-12,21.0,70.0
2018-09-13,22.4,78.0
2018-09-14,21.9,93.0
2018-09-15,20.5,100.0
2018-09-16,23.1,89.0
2018-09-17,24.7,86.0
2018-09-18,23.3,88.0
2018-09-19,22.2,72.0
2018-09-20,19.9,85.0
2018-09-21,17.7,100.0
2018-09-22,21.5,95.0
2018-09-23,24.5,77.0
2018-09-24,24.4,84.0
2018-09-25,21.3,95.0
2018-09-26,17.7,96.0
2018-09-27,15.9,99.0
2018-09-28,19.7,77.0
2018-09-29,18.8,95.0
2018-09-30,20.4,97.0
2018-10-01,26.1,62.0
2018-10-02,22.0,56.0
2018-10-03,21.0,77.0
2018-10-04,20.1,78.0
2018-10-05,18.7,95.0
2018-10-06,23.7,89.0
2018-10-07,27.5,65.0
2018-10-08,21.9,73.0
2018-10-09,21.9,76.0
2018-10-10,22.4,79.0
2018-10-11,21.7,93.0
2018-10-12,20.0,77.0
2018-10-13,17.4,65.0
2018-10-14,16.4,85.0
2018-10-15,18.1,81.0
2018-10-16,18.4,79.0
2018-10-17,18.2,77.0
2018-10-18,17.2,73.0
2018-10-19,16.6,79.0
2018-10-20,16.6,79.0
2018-10-21,16.6,56.0
2018-10-22,16.6,63.0
2018-10-23,14.6,85.0
2018-10-24,17.7,81.0
2018-10-25,18.1,62.0
2018-10-26,18.0,68.0
2018-10-27,19.1,90.0
2018-10-28,16.9,73.0
2018-10-29,17.0,74.0
2018-10-30,17.0,62.0
2018-10-31,15.0,50.0
2018-11-01,14.7,47.0
2018-11-02,14.5,58.0
2018-11-03,14.9,70.0
2018-11-04,14.8,81.0
2018-11-05,18.0,88.0
2018-11-06,17.6,97.0
2018-11-07,16.6,74.0
2018-11-08,16.9,73.0
2018-11-09,15.6,100.0
2018-11-10,18.1,84.0
2018-11-11,16.3,62.0
2018-11-12,15.7,79.0
2018-11-13,14.9,83.0
2018-11-14,13.6,60.0
2018-11-15,12.5,60.0
2018-11-16,13.0,71.0
2018-11-17,14.9,62.0
2018-11-18,13.8,70.0
2018-11-19,13.4,85.0
2018-11-20,11.3,70.0
2018-11-21,11.6,70.0
2018-11-22,10.7,81.0
2018-11-23,10.8,51.0
2018-11-24,9.4,60.0
2018-11-25,10.1,69.0
2018-11-26,12.4,70.0
2018-11-27,13.8,76.0
2018-11-28,14.1,74.0
2018-11-29,12.8,74.0
2018-11-30,12.4,56.0
2018-12-01,12.0,57.0
2018-12-02,10.0,58.0
2018-12-03,13.2,69.0
2018-12-04,17.7,76.0
2018-12-05,16.8,60.0
2018-12-06,10.1,92.0
2018-12-07,12.2,85.0
2018-12-08,9.3,66.0
2018-12-09,7.8,43.0
2018-12-10,5.9,52.0
2018-12-11,4.7,72.0
2018-12-12,6.9,83.0
2018-12-13,6.7,62.0
2018-12-14,6.3,52.0
2018-12-15,6.1,42.0
2018-12-16,3.3,66.0
2018-12-17,6.6,84.0
2018-12-18,8.9,61.0
2018-12-19,8.2,58.0
2018-12-20,8.7,64.0
2018-12-21,8.9,62.0
2018-12-22,9.0,76.0
2018-12-23,9.9,87.0
2018-12-24,8.2,48.0
2018-12-25,5.8,52.0
2018-12-26,7.3,58.0
2018-12-27,9.0,54.0
2018-12-28,4.8,36.0
2018-12-29,4.3,35.0
2018-12-30,4.8,37.0
2018-12-31,4.9,44.0
2019-01-01,5.3,54.0
2019-01-02,6.2,47.0
2019-01-03,4.9,49.0
2019-01-04,5.1,59.0
2019-01-05,7.4,52.0
2019-01-06,5.3,44.0
2019-01-07,5.4,42.0
2019-01-08,4.6,59.0
2019-01-09,4.5,46.0
2019-01-10,2.0,48.0
2019-01-11,6.4,47.0
2019-01-12,4.6,67.0
2019-01-13,6.2,62.0
2019-01-14,5.6,59.0
2019-01-15,5.6,76.0
2019-01-16,6.6,50.0
2019-01-17,6.6,51.0
2019-01-18,5.9,35.0
2019-01-19,6.6,40.0
2019-01-20,7.1,51.0
2019-01-21,5.8,39.0
2019-01-22,5.0,48.0
2019-01-23,6.7,53.0
2019-01-24,6.2,36.0
2019-01-25,6.0,41.0
2019-01-26,4.5,50.0
2019-01-27,4.6,43.0
2019-01-28,6.5,49.0
2019-01-29,6.0,39.0
2019-01-30,5.2,58.0
2019-01-31,5.1,72.0
2019-02-01,4.1,45.0
2019-02-02,6.0,54.0
2019-02-03,8.5,58.0
2019-02-04,13.2,54.0
2019-02-05,6.7,55.0
2019-02-06,5.7,89.0
2019-02-07,9.6,79.0
2019-02-08,6.1,39.0
2019-02-09,0.8,83.0
2019-02-10,3.5,56.0
2019-02-11,3.0,70.0
2019-02-12,6.2,47.0
2019-02-13,5.2,55.0
2019-02-14,4.5,40.0
2019-02-15,3.0,64.0
2019-02-16,6.8,50.0
2019-02-17,6.4,36.0
2019-02-18,8.2,49.0
2019-02-19,9.1,74.0
2019-02-20,11.6,81.0
2019-02-21,10.3,46.0
2019-02-22,9.3,62.0
2019-02-23,8.9,44.0
2019-02-24,8.8,52.0
2019-02-25,11.3,62.0
2019-02-26,10.2,59.0
2019-02-27,7.7,54.0
2019-02-28,6.6,92.0
2019-03-01,8.8,78.0
2019-03-02,10.3,39.0
2019-03-03,6.5,82.0
2019-03-04,7.3,99.0
2019-03-05,9.6,73.0
2019-03-06,10.8,82.0
2019-03-07,8.2,97.0
2019-03-08,7.3,47.0
2019-03-09,10.0,52.0
2019-03-10,12.5,67.0
2019-03-11,12.3,76.0
2019-03-12,12.4,52.0
2019-03-13,11.7,51.0
2019-03-14,8.4,38.0
2019-03-15,9.7,45.0
2019-03-16,8.9,64.0
2019-03-17,9.1,42.0
2019-03-18,9.7,49.0
2019-03-19,13.2,52.0
2019-03-20,15.0,47.0
2019-03-21,17.7,73.0
2019-03-22,16.2,55.0
2019-03-23,7.1,52.0
2019-03-24,8.2,37.0
2019-03-25,9.9,50.0
2019-03-26,11.9,58.0
2019-03-27,14.2,39.0
2019-03-28,13.6,44.0
2019-03-29,7.7,56.0
2019-03-30,8.7,80.0
2019-03-31,10.5,73.0
2019-04-01,8.8,60.0
2019-04-02,7.2,55.0
2019-04-03,8.1,39.0
2019-04-04,10.6,45.0
2019-04-05,15.4,45.0
2019-04-06,15.9,42.0
2019-04-07,15.5,55.0
2019-04-08,9.3,79.0
2019-04-09,10.3,51.0
2019-04-10,5.7,90.0
2019-04-11,10.4,59.0
2019-04-12,9.6,52.0
2019-04-13,12.1,46.0
2019-04-14,14.7,59.0
2019-04-15,16.0,54.0
2019-04-16,15.3,44.0
2019-04-17,15.5,65.0
2019-04-18,17.5,62.0
2019-04-19,18.3,68.0
2019-04-20,14.2,63.0
2019-04-21,17.5,73.0
2019-04-22,19.2,69.0
2019-04-23,18.7,61.0
2019-04-24,19.1,87.0
2019-04-25,20.3,93.0
2019-04-26,11.6,93.0
2019-04-27,10.2,78.0
2019-04-28,12.6,45.0
2019-04-29,14.8,64.0
2019-04-30,14.8,96.0
2019-05-01,17.4,92.0
2019-05-02,17.3,71.0
2019-05-03,18.5,51.0
2019-05-04,18.4,68.0
2019-05-05,18.9,65.0
2019-05-06,18.8,70.0
2019-05-07,15.3,53.0
2019-05-08,16.5,42.0
2019-05-09,18.6,51.0
2019-05-10,20.6,46.0
2019-05-11,20.9,62.0
2019-05-12,17.6,71.0
2019-05-13,17.7,68.0
2019-05-14,17.9,81.0
2019-05-15,18.7,72.0
2019-05-16,20.0,66.0
2019-05-17,20.0,68.0
2019-05-18,20.3,66.0
2019-05-19,20.5,65.0
2019-05-20,20.5,73.0
2019-05-21,19.4,99.0
2019-05-22,19.4,62.0
2019-05-23,21.3,51.0
2019-05-24,23.1,49.0
2019-05-25,24.4,52.0
2019-05-26,25.2,58.0
2019-05-27,26.1,60.0
2019-05-28,23.5,61.0
2019-05-29,20.2,85.0
2019-05-30,21.2,61.0
2019-05-31,21.6,74.0
2019-06-01,21.8,71.0
2019-06-02,22.0,76.0
2019-06-03,22.2,74.0
2019-06-04,22.4,75.0
2019-06-05,22.6,77.0
2019-06-06,25.2,69.0
2019-06-07,21.0,94.0
2019-06-08,20.8,88.0
2019-06-09,17.5,89.0
2019-06-10,16.2,100.0
2019-06-11,18.3,79.0
2019-06-12,18.0,78.0
2019-06-13,20.7,74.0
2019-06-14,22.2,72.0
2019-06-15,17.3,99.0
2019-06-16,23.5,66.0
2019-06-17,23.6,50.0
2019-06-18,23.4,67.0
2019-06-19,23.5,76.0
2019-06-20,24.1,77.0
2019-06-21,24.6,80.0
2019-06-22,22.2,91.0
2019-06-23,21.4,88.0
2019-06-24,19.1,98.0
2019-06-25,22.3,81.0
2019-06-26,24.7,75.0
2019-06-27,25.6,80.0
2019-06-28,25.2,87.0
2019-06-29,20.2,99.0
2019-06-30,21.6,99.0
2019-07-01,22.7,100.0
2019-07-02,23.8,94.0
2019-07-03,24.9,86.0
2019-07-04,22.7,95.0
2019-07-05,21.9,84.0
2019-07-06,21.0,93.0
2019-07-07,19.2,99.0
2019-07-08,20.3,81.0
2019-07-09,19.7,79.0
2019-07-10,21.0,75.0
2019-07-11,19.9,84.0
2019-07-12,20.2,100.0
2019-07-13,23.4,90.0
2019-07-14,21.3,100.0
2019-07-15,21.3,93.0
2019-07-16,20.5,100.0
2019-07-17,23.9,89.0
2019-07-18,25.6,89.0
2019-07-19,26.7,89.0
2019-07-20,26.5,89.0
2019-07-21,25.0,93.0
2019-07-22,22.7,98.0
2019-07-23,24.5,95.0
2019-07-24,26.8,86.0
2019-07-25,28.0,82.0
2019-07-26,28.5,76.0
2019-07-27,28.0,86.0
2019-07-28,27.7,88.0
2019-07-29,29.0,83.0
2019-07-30,29.5,81.0
2019-07-31,30.0,81.0
2019-08-01,30.5,80.0
2019-08-02,30.2,80.0
2019-08-03,29.4,78.0
2019-08-04,29.4,76.0
2019-08-05,29.8,75.0
2019-08-06,30.3,76.0
2019-08-07,30.4,74.0
2019-08-08,29.9,78.0
2019-08-09,30.1,74.0
2019-08-10,29.6,76.0
2019-08-11,29.4,76.0
2019-08-12,28.8,81.0
2019-08-13,29.3,83.0
2019-08-14,29.2,85.0
2019-08-15,29.2,83.0
2019-08-16,29.0,79.0
2019-08-17,30.3,73.0
2019-08-18,30.1,73.0
2019-08-19,28.1,83.0
2019-08-20,26.5,91.0
2019-08-21,27.0,83.0
2019-08-22,26.0,91.0
2019-08-23,26.3,94.0
2019-08-24,27.3,79.0
2019-08-25,25.8,78.0
2019-08-26,25.3,76.0
2019-08-27,25.3,84.0
2019-08-28,25.6,91.0
2019-08-29,28.9,75.0
2019-08-30,26.0,89.0
2019-08-31,27.3,81.0
2019-09-01,27.7,77.0
2019-09-02,27.6,83.0
2019-09-03,25.8,88.0
2019-09-04,23.7,84.0
2019-09-05,25.7,81.0
2019-09-06,27.9,79.0
2019-09-07,28.4,80.0
2019-09-08,29.1,82.0
2019-09-09,29.0,79.0
2019-09-10,29.9,74.0
2019-09-11,27.4,88.0
2019-09-12,25.1,70.0
2019-09-13,22.4,67.0
2019-09-14,22.1,80.0
2019-09-15,25.2,75.0
2019-09-16,22.9,99.0
2019-09-17,25.8,79.0
2019-09-18,21.2,90.0
2019-09-19,22.1,75.0
2019-09-20,22.8,65.0
2019-09-21,21.8,75.0
2019-09-22,22.4,80.0
2019-09-23,26.0,85.0
2019-09-24,25.4,75.0
2019-09-25,24.3,69.0
2019-09-26,22.8,73.0
2019-09-27,23.0,76.0
2019-09-28,24.4,74.0
2019-09-29,24.7,83.0
2019-09-30,25.2,70.0
2019-10-01,24.5,70.0
2019-10-02,23.9,75.0
2019-10-03,24.5,74.0
2019-10-04,24.8,76.0
2019-10-05,26.1,58.0
2019-10-06,20.5,85.0
2019-10-07,20.0,79.0
2019-10-08,21.7,89.0
2019-10-09,20.8,50.0
2019-10-10,19.4,73.0
2019-10-11,19.6,97.0
2019-10-12,23.3,98.0
2019-10-13,24.5,53.0
2019-10-14,17.0,88.0
2019-10-15,18.4,80.0
2019-10-16,16.1,69.0
2019-10-17,16.2,87.0
2019-10-18,16.5,91.0
2019-10-19,17.4,99.0
2019-10-20,20.1,85.0
2019-10-21,18.2,78.0
2019-10-22,15.4,93.0
2019-10-23,18.5,76.0
2019-10-24,18.1,81.0
2019-10-25,15.1,99.0
2019-10-26,18.1,86.0
2019-10-27,18.3,78.0
2019-10-28,17.4,71.0
2019-10-29,14.5,93.0
2019-10-30,,
2019-10-31,16.8,83.0
2019-11-01,17.4,73.0
2019-11-02,15.7,63.0
2019-11-03,15.8,79.0
2019-11-04,14.6,74.0
2019-11-05,13.7,58.0
2019-11-06,14.3,61.0
2019-11-07,16.0,62.0
2019-11-08,15.1,54.0
2019-11-09,13.3,62.0
2019-11-10,13.9,64.0
2019-11-11,12.9,89.0
2019-11-12,15.1,59.0
2019-11-13,13.3,62.0
2019-11-14,16.9,58.0
2019-11-15,12.6,64.0
2019-11-16,12.8,65.0
2019-11-17,13.4,54.0
2019-11-18,16.1,68.0
2019-11-19,15.8,74.0
2019-11-20,12.0,40.0
2019-11-21,11.3,46.0
2019-11-22,8.1,87.0
2019-11-23,11.3,100.0
2019-11-24,15.9,99.0
2019-11-25,16.6,89.0
2019-11-26,8.8,81.0
2019-11-27,9.3,89.0
2019-11-28,8.5,84.0
2019-11-29,5.2,56.0
2019-11-30,7.3,56.0
2019-12-01,7.4,67.0
2019-12-02,9.5,94.0
2019-12-03,,
2019-12-04,10.2,51.0
2019-12-05,9.6,50.0
2019-12-06,8.0,52.0
2019-12-07,5.5,74.0
2019-12-08,7.4,59.0
2019-12-09,,
2019-12-10,10.2,87.0
2019-12-11,11.7,86.0
2019-12-12,11.7,62.0
2019-12-13,7.5,52.0
2019-12-14,9.4,56.0
2019-12-15,8.7,44.0
2019-12-16,7.8,60.0
2019-12-17,8.2,85.0
2019-12-18,11.1,78.0
2019-12-19,9.0,75.0
2019-12-20,10.6,64.0
2019-12-21,8.1,73.0
2019-12-22,6.8,87.0
2019-12-23,6.8,86.0
2019-12-24,8.2,53.0
2019-12-25,5.9,56.0
2019-12-26,7.8,68.0
2019-12-27,8.7,68.0
2019-12-28,6.8,44.0
2019-12-29,7.0,50.0
2019-12-30,6.7,72.0
2019-12-31,8.2,60.0
2020-01-01,5.5,49.0
2020-01-02,6.2,60.0
2020-01-03,6.1,63.0
2020-01-04,7.2,53.0
2020-01-05,5.4,61.0
2020-01-06,7.5,44.0
2020-01-07,5.7,71.0
2020-01-08,5.2,97.0
2020-01-09,10.6,47.0
2020-01-10,8.4,59.0
2020-01-11,7.0,68.0
2020-01-12,6.7,72.0
2020-01-13,8.5,68.0
2020-01-14,8.4,71.0
2020-01-15,6.8,87.0
2020-01-16,6.7,49.0
2020-01-17,7.3,59.0
2020-01-18,3.8,84.0
2020-01-19,6.5,64.0
2020-01-20,7.5,62.0
2020-01-21,7.4,46.0
2020-01-22,4.9,55.0
2020-01-23,6.1,84.0
2020-01-24,9.9,73.0
2020-01-25,7.8,47.0
2020-01-26,5.0,78.0
2020-01-27,5.1,72.0
2020-01-28,4.4,98.0
2020-01-29,11.8,83.0
2020-01-30,11.7,61.0
2020-01-31,8.1,44.0
2020-02-01,7.9,40.0
2020-02-02,8.7,40.0
2020-02-03,9.3,52.0
2020-02-04,7.9,54.0
2020-02-05,7.6,49.0
2020-02-06,2.9,34.0
2020-02-07,2.4,48.0
2020-02-08,6.2,45.0
2020-02-09,3.9,37.0
2020-02-10,4.6,46.0
2020-02-11,6.3,46.0
2020-02-12,8.7,51.0
2020-02-13,11.7,61.0
2020-02-14,12.0,75.0
2020-02-15,12.4,66.0
2020-02-16,9.3,91.0
2020-02-17,10.3,86.0
2020-02-18,7.6,44.0
2020-02-19,8.1,44.0
2020-02-20,9.0,58.0
2020-02-21,10.0,64.0
2020-02-22,12.5,77.0
2020-02-23,10.4,35.0
2020-02-24,9.8,50.0
2020-02-25,10.5,60.0
2020-02-26,8.1,88.0
2020-02-27,7.0,49.0
2020-02-28,7.0,48.0
2020-02-29,9.4,64.0
2020-03-01,12.0,65.0
2020-03-02,7.3,94.0
2020-03-03,11.3,59.0
2020-03-04,8.9,85.0
2020-03-05,9.2,53.0
2020-03-06,9.4,33.0
2020-03-07,7.3,68.0
2020-03-08,7.2,94.0
2020-03-09,13.1,79.0
2020-03-10,14.7,97.0
2020-03-11,15.3,58.0
2020-03-12,11.4,48.0
2020-03-13,12.5,62.0
2020-03-14,5.5,88.0
2020-03-15,7.1,67.0
2020-03-16,7.1,55.0
2020-03-17,7.7,47.0
2020-03-18,11.9,52.0
2020-03-19,14.6,65.0
2020-03-20,14.5,48.0
2020-03-21,13.8,44.0
2020-03-22,16.8,49.0
2020-03-23,10.3,59.0
2020-03-24,8.2,44.0
2020-03-25,10.0,45.0
2020-03-26,13.0,50.0
2020-03-27,16.2,69.0
2020-03-28,15.5,83.0
2020-03-29,3.6,96.0
2020-03-30,7.6,72.0
2020-03-31,9.8,79.0
2020-04-01,11.4,97.0
2020-04-02,13.9,45.0
2020-04-03,12.8,50.0
2020-04-04,15.7,62.0
2020-04-05,10.2,73.0
2020-04-06,12.1,43.0
2020-04-07,12.4,50.0
2020-04-08,14.3,60.0
2020-04-09,13.3,62.0
2020-04-10,11.2,49.0
2020-04-11,11.4,48.0
2020-04-12,10.3,84.0
2020-04-13,8.0,97.0
2020-04-14,10.9,54.0
2020-04-15,13.8,48.0
2020-04-16,11.7,66.0
2020-04-17,12.4,62.0
2020-04-18,12.9,96.0
2020-04-19,14.7,64.0
2020-04-20,9.7,94.0
2020-04-21,14.2,82.0
2020-04-22,13.5,65.0
2020-04-23,11.9,56.0
2020-04-24,12.2,55.0
2020-04-25,12.7,61.0
2020-04-26,18.3,52.0
2020-04-27,12.8,78.0
2020-04-28,12.3,85.0
2020-04-29,15.1,69.0
2020-04-30,18.0,66.0
2020-05-01,19.9,67.0
2020-05-02,20.6,73.0
2020-05-03,20.7,70.0
2020-05-04,19.3,87.0
2020-05-05,21.3,73.0
2020-05-06,15.8,90.0
2020-05-07,16.5,61.0
2020-05-08,16.7,48.0
2020-05-09,18.3,64.0
2020-05-10,21.5,82.0
2020-05-11,22.9,80.0
2020-05-12,21.7,75.0
2020-05-13,22.3,55.0
2020-05-14,20.8,40.0
2020-05-15,21.5,52.0
2020-05-16,18.5,89.0
2020-05-17,21.6,74.0
2020-05-18,19.2,91.0
2020-05-19,17.7,97.0
2020-05-20,12.7,90.0
2020-05-21,12.7,89.0
2020-05-22,15.3,89.0
2020-05-23,18.4,86.0
2020-05-24,20.8,75.0
2020-05-25,21.6,72.0
2020-05-26,20.9,87.0
2020-05-27,,
2020-05-28,19.4,69.0
2020-05-29,20.7,65.0
2020-05-30,22.0,71.0
2020-05-31,21.3,73.0
2020-06-01,19.6,93.0
2020-06-02,22.3,87.0
2020-06-03,24.0,76.0
2020-06-04,23.5,79.0
2020-06-05,24.8,74.0
2020-06-06,24.2,77.0
2020-06-07,22.0,67.0
2020-06-08,23.2,73.0
2020-06-09,25.5,68.0
2020-06-10,26.2,65.0
2020-06-11,25.1,85.0
2020-06-12,26.2,84.0
2020-06-13,21.3,99.0
2020-06-14,21.7,99.0
2020-06-15,25.9,81.0
2020-06-16,25.5,68.0
2020-06-17,23.6,63.0
2020-06-18,22.1,82.0
2020-06-19,18.7,99.0
2020-06-20,22.9,76.0
2020-06-21,21.9,83.0
2020-06-22,19.2,95.0
2020-06-23,22.3,86.0
2020-06-24,22.5,84.0
2020-06-25,20.2,94.0
2020-06-26,24.7,85.0
2020-06-27,25.5,83.0
2020-06-28,22.2,96.0
2020-06-29,24.9,69.0
2020-06-30,24.6,90.0
2020-07-01,25.1,89.0
2020-07-02,25.9,72.0
2020-07-03,23.8,80.0
2020-07-04,23.8,90.0
2020-07-05,24.9,87.0
2020-07-06,24.8,92.0
2020-07-07,27.2,84.0
2020-07-08,26.0,83.0
2020-07-09,23.7,96.0
2020-07-10,25.3,90.0
2020-07-11,27.5,82.0
2020-07-12,26.0,81.0
2020-07-13,21.0,90.0
2020-07-14,22.3,97.0
2020-07-15,20.4,97.0
2020-07-16,20.7,86.0
2020-07-17,19.3,98.0
2020-07-18,20.4,100.0
2020-07-19,24.3,90.0
2020-07-20,26.9,80.0
2020-07-21,25.5,88.0
2020-07-22,26.6,89.0
2020-07-23,23.2,99.0
2020-07-24,24.5,94.0
2020-07-25,25.1,98.0
2020-07-26,25.6,95.0
2020-07-27,26.3,88.0
2020-07-28,26.7,90.0
2020-07-29,22.9,87.0
2020-07-30,23.2,84.0
2020-07-31,24.8,90.0
2020-08-01,26.1,77.0
2020-08-02,26.3,75.0
2020-08-03,27.2,74.0
2020-08-04,28.3,77.0
2020-08-05,29.1,76.0
2020-08-06,28.5,79.0
2020-08-07,29.5,71.0
2020-08-08,28.1,79.0
2020-08-09,28.7,77.0
2020-08-10,30.5,73.0
2020-08-11,31.7,67.0
2020-08-12,30.0,79.0
2020-08-13,29.4,82.0
2020-08-14,29.4,78.0
2020-08-15,31.0,76.0
2020-08-16,31.2,74.0
2020-08-17,30.8,76.0
2020-08-18,30.3,71.0
2020-08-19,29.0,72.0
2020-08-20,29.7,74.0
2020-08-21,30.1,72.0
2020-08-22,29.3,75.0
2020-08-23,25.6,87.0
2020-08-24,27.2,79.0
2020-08-25,27.8,75.0
2020-08-26,28.8,77.0
2020-08-27,29.3,79.0
2020-08-28,30.2,76.0
2020-08-29,30.3,73.0
2020-08-30,30.0,73.0
2020-08-31,27.5,80.0
2020-09-01,24.9,85.0
2020-09-02,26.8,93.0
2020-09-03,28.4,85.0
2020-09-04,29.3,76.0
2020-09-05,28.6,79.0
2020-09-06,25.7,94.0
