,temp,hum
2020-09-07,26.7,93.0
2020-09-08,29.5,73.0
2020-09-09,29.0,72.0
2020-09-10,27.7,80.0
2020-09-11,28.3,79.0
2020-09-12,23.7,97.0
2020-09-13,23.3,89.0
2020-09-14,23.4,86.0
2020-09-15,23.8,82.0
2020-09-16,24.0,81.0
2020-09-17,24.9,88.0
2020-09-18,29.0,74.0
2020-09-19,24.7,78.0
2020-09-20,22.2,80.0
2020-09-21,22.0,78.0
2020-09-22,22.5,76.0
2020-09-23,20.2,95.0
2020-09-24,19.0,92.0
2020-09-25,19.4,95.0
2020-09-26,18.5,97.0
2020-09-27,19.7,88.0
2020-09-28,21.5,71.0
2020-09-29,19.7,67.0
2020-09-30,20.0,66.0
2020-10-01,19.5,85.0
2020-10-02,21.0,72.0
2020-10-03,21.7,74.0
2020-10-04,22.0,77.0
2020-10-05,21.7,81.0
2020-10-06,21.0,52.0
2020-10-07,18.3,73.0
2020-10-08,14.7,99.0
2020-10-09,14.5,99.0
2020-10-10,16.0,100.0
2020-10-11,19.8,91.0
2020-10-12,21.5,87.0
2020-10-13,22.1,79.0
2020-10-14,20.3,67.0
2020-10-15,16.8,83.0
2020-10-16,16.1,59.0
2020-10-17,12.7,93.0
2020-10-18,14.3,83.0
2020-10-19,13.1,89.0
2020-10-20,15.6,75.0
2020-10-21,16.0,69.0
2020-10-22,17.4,70.0
2020-10-23,16.8,93.0
2020-10-24,17.3,56.0
2020-10-25,15.5,55.0
2020-10-26,16.2,65.0
2020-10-27,16.7,65.0
2020-10-28,16.6,73.0
2020-10-29,17.3,55.0
2020-10-30,14.9,47.0
2020-10-31,13.8,54.0
2020-11-01,14.3,69.0
2020-11-02,15.6,78.0
2020-11-03,14.8,92.0
2020-11-04,13.7,47.0
2020-11-05,13.4,56.0
2020-11-06,,
2020-11-07,15.5,77.0
2020-11-08,17.3,75.0
2020-11-09,13.5,44.0
2020-11-10,11.9,50.0
2020-11-11,11.9,48.0
2020-11-12,10.2,63.0
2020-11-13,13.7,67.0
2020-11-14,14.7,56.0
2020-11-15,13.4,65.0
2020-11-16,14.7,66.0
2020-11-17,15.2,62.0
2020-11-18,15.8,77.0
2020-11-19,19.1,74.0
2020-11-20,21.9,73.0
2020-11-21,16.6,46.0
2020-11-22,15.0,66.0
2020-11-23,15.5,54.0
2020-11-24,11.8,56.0
2020-11-25,10.5,94.0
2020-11-26,12.8,81.0
2020-11-27,11.6,78.0
2020-11-28,11.8,56.0
2020-11-29,10.1,56.0
2020-11-30,9.9,69.0
2020-12-01,10.2,66.0
2020-12-02,8.2,81.0
2020-12-03,8.1,91.0
2020-12-04,9.2,61.0
2020-12-05,6.6,86.0
2020-12-06,8.2,80.0
2020-12-07,9.7,71.0
2020-12-08,11.4,66.0
2020-12-09,9.8,61.0
2020-12-10,9.3,72.0
2020-12-11,10.2,76.0
2020-12-12,11.4,70.0
2020-12-13,9.9,72.0
2020-12-14,8.5,62.0
2020-12-15,6.1,45.0
2020-12-16,4.6,43.0
2020-12-17,4.3,42.0
2020-12-18,6.1,52.0
2020-12-19,5.8,48.0
2020-12-20,4.4,45.0
2020-12-21,5.3,40.0
2020-12-22,5.6,61.0
2020-12-23,7.7,54.0
2020-12-24,8.0,56.0
2020-12-25,8.7,49.0
2020-12-26,6.4,51.0
2020-12-27,7.8,59.0
2020-12-28,8.5,72.0
2020-12-29,8.7,66.0
2020-12-30,6.9,68.0
2020-12-31,3.4,34.0
2021-01-01,4.4,40.0
2021-01-02,4.8,53.0
2021-01-03,3.7,52.0
2021-01-04,5.8,52.0
2021-01-05,6.0,67.0
2021-01-06,5.3,73.0
2021-01-07,6.3,47.0
2021-01-08,2.4,42.0
2021-01-09,2.9,31.0
2021-01-10,2.6,44.0
2021-01-11,2.3,47.0
2021-01-12,3.4,68.0
2021-01-13,5.8,64.0
2021-01-14,7.9,55.0
2021-01-15,6.6,68.0
2021-01-16,10.0,61.0
2021-01-17,6.1,52.0
2021-01-18,4.3,67.0
2021-01-19,4.4,40.0
2021-01-20,3.9,41.0
2021-01-21,4.8,53.0
2021-01-22,8.7,48.0
2021-01-23,6.4,85.0
2021-01-24,4.3,95.0
2021-01-25,7.6,74.0
2021-01-26,7.5,73.0
2021-01-27,10.3,68.0
2021-01-28,4.4,78.0
2021-01-29,5.3,54.0
2021-01-30,4.1,36.0
2021-01-31,5.4,42.0
2021-02-01,7.2,57.0
2021-02-02,8.8,67.0
2021-02-03,6.2,42.0
2021-02-04,7.0,42.0
2021-02-05,7.1,53.0
2021-02-06,8.9,55.0
2021-02-07,9.9,49.0
2021-02-08,6.1,41.0
2021-02-09,4.7,32.0
2021-02-10,6.7,48.0
2021-02-11,8.7,44.0
2021-02-12,7.8,56.0
2021-02-13,10.4,66.0
2021-02-14,12.3,64.0
2021-02-15,11.4,91.0
2021-02-16,10.6,38.0
2021-02-17,7.6,37.0
2021-02-18,4.3,35.0
2021-02-19,6.9,41.0
2021-02-20,10.2,47.0
2021-02-21,13.9,56.0
2021-02-22,14.9,53.0
2021-02-23,11.0,39.0
2021-02-24,6.4,34.0
2021-02-25,6.6,45.0
2021-02-26,8.7,43.0
2021-02-27,5.7,38.0
2021-02-28,6.6,54.0
2021-03-01,11.8,64.0
2021-03-02,13.5,82.0
2021-03-03,7.4,43.0
2021-03-04,9.0,60.0
2021-03-05,11.8,78.0
2021-03-06,13.8,70.0
2021-03-07,7.8,56.0
2021-03-08,6.6,87.0
2021-03-09,9.6,70.0
2021-03-10,12.0,45.0
2021-03-11,9.9,52.0
2021-03-12,12.7,63.0
2021-03-13,11.1,95.0
2021-03-14,12.5,46.0
2021-03-15,12.9,34.0
2021-03-16,14.5,46.0
2021-03-17,13.7,38.0
2021-03-18,12.3,49.0
2021-03-19,12.9,57.0
2021-03-20,14.1,68.0
2021-03-21,16.7,95.0
2021-03-22,12.1,54.0
2021-03-23,10.8,46.0
2021-03-24,13.8,61.0
2021-03-25,14.5,76.0
2021-03-26,14.5,42.0
2021-03-27,13.7,49.0
2021-03-28,16.5,80.0
2021-03-29,17.5,84.0
2021-03-30,17.8,76.0
2021-03-31,17.9,54.0
2021-04-01,16.6,61.0
2021-04-02,16.0,63.0
2021-04-03,16.9,63.0
2021-04-04,18.5,75.0
2021-04-05,12.9,89.0
2021-04-06,10.6,65.0
2021-04-07,13.3,59.0
2021-04-08,13.3,65.0
2021-04-09,11.9,46.0
2021-04-10,10.4,42.0
2021-04-11,12.5,58.0
2021-04-12,14.4,60.0
2021-04-13,15.7,79.0
2021-04-14,15.3,96.0
2021-04-15,10.7,53.0
2021-04-16,13.7,64.0
2021-04-17,15.7,80.0
2021-04-18,16.4,51.0
2021-04-19,15.8,41.0
2021-04-20,17.2,52.0
2021-04-21,19.1,35.0
2021-04-22,18.1,32.0
2021-04-23,13.8,52.0
2021-04-24,15.3,57.0
2021-04-25,16.9,58.0
2021-04-26,13.4,35.0
2021-04-27,14.6,54.0
2021-04-28,18.2,63.0
2021-04-29,17.2,91.0
2021-04-30,18.8,64.0
2021-05-01,17.7,73.0
2021-05-02,16.3,66.0
2021-05-03,16.4,42.0
2021-05-04,18.0,52.0
2021-05-05,18.3,72.0
2021-05-06,18.5,75.0
2021-05-07,17.5,83.0
2021-05-08,19.5,71.0
2021-05-09,23.0,56.0
2021-05-10,20.2,43.0
2021-05-11,17.5,58.0
2021-05-12,17.9,56.0
2021-05-13,16.1,94.0
2021-05-14,20.8,77.0
2021-05-15,21.2,72.0
2021-05-16,20.0,82.0
2021-05-17,23.0,88.0
2021-05-18,20.5,90.0
2021-05-19,17.2,98.0
2021-05-20,19.1,93.0
2021-05-21,21.7,92.0
2021-05-22,20.0,83.0
2021-05-23,19.6,77.0
2021-05-24,22.1,65.0
2021-05-25,22.4,66.0
2021-05-26,21.1,61.0
2021-05-27,16.9,94.0
2021-05-28,20.5,75.0
2021-05-29,22.8,67.0
2021-05-30,21.2,71.0
2021-05-31,20.6,68.0
2021-06-01,20.1,74.0
2021-06-02,22.0,70.0
2021-06-03,22.1,73.0
2021-06-04,21.0,97.0
2021-06-05,22.1,77.0
2021-06-06,21.7,83.0
2021-06-07,23.4,71.0
2021-06-08,24.8,64.0
2021-06-09,24.5,55.0
2021-06-10,24.1,64.0
2021-06-11,23.7,68.0
2021-06-12,23.3,73.0
2021-06-13,24.3,68.0
2021-06-14,21.0,92.0
2021-06-15,23.4,80.0
2021-06-16,22.2,87.0
2021-06-17,21.8,77.0
2021-06-18,22.8,69.0
2021-06-19,20.3,95.0
2021-06-20,22.8,85.0
2021-06-21,22.9,74.0
2021-06-22,23.1,76.0
2021-06-23,22.0,82.0
2021-06-24,22.8,78.0
2021-06-25,23.3,79.0
2021-06-26,24.2,74.0
2021-06-27,23.7,78.0
2021-06-28,24.4,73.0
2021-06-29,21.9,90.0
2021-06-30,20.6,91.0
2021-07-01,20.9,98.0
2021-07-02,21.2,100.0
2021-07-03,22.2,92.0
2021-07-04,20.1,98.0
2021-07-05,22.1,96.0
2021-07-06,24.7,91.0
2021-07-07,25.8,85.0
2021-07-08,23.7,93.0
2021-07-09,23.5,100.0
2021-07-10,27.0,86.0
2021-07-11,24.7,91.0
2021-07-12,25.8,82.0
2021-07-13,25.5,81.0
2021-07-14,25.3,82.0
2021-07-15,26.4,80.0
2021-07-16,27.7,77.0
2021-07-17,27.4,74.0
2021-07-18,28.1,76.0
2021-07-19,29.2,75.0
2021-07-20,28.8,72.0
2021-07-21,28.4,70.0
2021-07-22,28.4,69.0
2021-07-23,28.4,71.0
2021-07-24,28.5,72.0
2021-07-25,28.5,70.0
2021-07-26,27.5,66.0
2021-07-27,24.9,84.0
2021-07-28,27.7,79.0
2021-07-29,27.8,79.0
2021-07-30,25.8,93.0
2021-07-31,27.5,77.0
2021-08-01,28.7,76.0
2021-08-02,28.6,80.0
2021-08-03,29.0,80.0
2021-08-04,29.5,76.0
2021-08-05,29.1,74.0
2021-08-06,29.1,75.0
2021-08-07,27.9,85.0
2021-08-08,25.9,97.0
2021-08-09,28.1,84.0
2021-08-10,31.0,58.0
2021-08-11,29.2,61.0
2021-08-12,26.0,84.0
2021-08-13,22.5,97.0
2021-08-14,22.3,100.0
2021-08-15,19.3,100.0
2021-08-16,20.7,98.0
2021-08-17,23.7,96.0
2021-08-18,27.0,83.0
2021-08-19,28.5,74.0
2021-08-20,28.7,71.0
2021-08-21,27.9,75.0
2021-08-22,28.5,76.0
2021-08-23,26.9,84.0
2021-08-24,27.5,78.0
2021-08-25,29.4,76.0
2021-08-26,30.5,75.0
2021-08-27,30.0,74.0
2021-08-28,29.8,76.0
2021-08-29,28.5,72.0
2021-08-30,29.2,79.0
2021-08-31,26.9,76.0
2021-09-01,20.7,95.0
2021-09-02,19.4,99.0
2021-09-03,19.7,99.0
2021-09-04,20.6,97.0
2021-09-05,21.0,87.0
2021-09-06,19.9,86.0
2021-09-07,20.4,71.0
2021-09-08,20.3,83.0
2021-09-09,20.5,96.0
2021-09-10,24.8,81.0
2021-09-11,25.0,85.0
2021-09-12,24.4,89.0
2021-09-13,25.2,71.0
2021-09-14,22.8,84.0
2021-09-15,22.9,82.0
2021-09-16,22.3,74.0
2021-09-17,22.3,78.0
2021-09-18,23.7,98.0
2021-09-19,23.9,74.0
2021-09-20,22.4,69.0
2021-09-21,22.7,75.0
2021-09-22,24.9,85.0
2021-09-23,26.6,77.0
2021-09-24,25.4,62.0
2021-09-25,22.1,73.0
2021-09-26,19.9,76.0
2021-09-27,20.1,75.0
2021-09-28,21.1,73.0
2021-09-29,21.9,78.0
2021-09-30,23.2,83.0
2021-10-01,19.0,91.0
2021-10-02,21.9,77.0
2021-10-03,22.1,75.0
2021-10-04,23.5,77.0
2021-10-05,23.9,75.0
2021-10-06,22.8,74.0
2021-10-07,21.3,80.0
2021-10-08,24.2,75.0
2021-10-09,22.7,83.0
2021-10-10,22.2,80.0
2021-10-11,24.0,80.0
2021-10-12,20.5,90.0
2021-10-13,17.4,97.0
2021-10-14,19.1,82.0
2021-10-15,20.7,80.0
2021-10-16,21.0,90.0
2021-10-17,15.7,84.0
2021-10-18,13.6,58.0
2021-10-19,13.5,75.0
2021-10-20,16.1,62.0
2021-10-21,15.4,51.0
2021-10-22,11.2,92.0
2021-10-23,13.6,63.0
2021-10-24,13.4,63.0
2021-10-25,14.0,70.0
2021-10-26,15.0,85.0
2021-10-27,14.5,91.0
2021-10-28,17.6,62.0
2021-10-29,15.3,53.0
2021-10-30,14.5,61.0
2021-10-31,13.6,80.0
2021-11-01,16.8,81.0
2021-11-02,17.7,78.0
2021-11-03,17.1,61.0
2021-11-04,15.5,57.0
2021-11-05,15.3,61.0
2021-11-06,14.9,66.0
2021-11-07,15.7,73.0
2021-11-08,16.4,79.0
2021-11-09,16.1,99.0
2021-11-10,16.0,60.0
2021-11-11,15.4,49.0
2021-11-12,14.5,52.0
2021-11-13,13.1,55.0
2021-11-14,14.0,62.0
2021-11-15,14.3,57.0
2021-11-16,14.2,66.0
2021-11-17,13.5,60.0
2021-11-18,12.6,72.0
2021-11-19,,
2021-11-20,13.2,69.0
2021-11-21,12.5,83.0
2021-11-22,13.5,98.0
2021-11-23,12.5,58.0
2021-11-24,11.4,48.0
2021-11-25,12.3,51.0
2021-11-26,12.0,59.0
2021-11-27,9.6,48.0
2021-11-28,8.9,51.0
2021-11-29,8.1,59.0
2021-11-30,11.0,72.0
2021-12-01,15.5,67.0
2021-12-02,10.1,44.0
2021-12-03,9.7,58.0
2021-12-04,9.9,55.0
2021-12-05,8.6,51.0
2021-12-06,8.9,66.0
2021-12-07,11.8,86.0
2021-12-08,9.5,92.0
2021-12-09,10.2,66.0
2021-12-10,8.6,69.0
2021-12-11,9.4,73.0
2021-12-12,11.3,72.0
2021-12-13,9.7,46.0
2021-12-14,5.1,77.0
2021-12-15,7.6,73.0
2021-12-16,9.5,68.0
2021-12-17,8.7,80.0
2021-12-18,4.5,39.0
2021-12-19,4.3,53.0
2021-12-20,6.4,61.0
2021-12-21,8.2,66.0
2021-12-22,8.8,50.0
2021-12-23,8.3,41.0
2021-12-24,8.0,58.0
2021-12-25,8.3,68.0
2021-12-26,3.5,36.0
2021-12-27,2.7,40.0
2021-12-28,3.8,49.0
2021-12-29,4.2,54.0
2021-12-30,6.5,53.0
2021-12-31,3.2,51.0
2022-01-01,3.4,32.0
2022-01-02,3.5,52.0
2022-01-03,5.5,56.0
2022-01-04,5.2,56.0
2022-01-05,4.1,37.0
2022-01-06,0.7,74.0
2022-01-07,2.6,64.0
2022-01-08,4.5,53.0
2022-01-09,6.3,53.0
2022-01-10,7.7,60.0
2022-01-11,5.7,91.0
2022-01-12,5.0,46.0
2022-01-13,5.7,44.0
2022-01-14,4.4,38.0
2022-01-15,5.5,39.0
2022-01-16,5.4,60.0
2022-01-17,6.0,58.0
2022-01-18,4.4,39.0
2022-01-19,3.7,44.0
2022-01-20,3.4,53.0
2022-01-21,3.0,43.0
2022-01-22,4.5,43.0
2022-01-23,5.1,54.0
2022-01-24,6.4,53.0
2022-01-25,5.2,57.0
2022-01-26,5.5,83.0
2022-01-27,6.8,53.0
2022-01-28,6.6,41.0
2022-01-29,5.9,49.0
2022-01-30,5.2,44.0
2022-01-31,4.9,36.0
2022-02-01,5.6,46.0
2022-02-02,5.5,45.0
2022-02-03,5.8,42.0
2022-02-04,4.9,50.0
2022-02-05,3.5,45.0
2022-02-06,2.3,45.0
2022-02-07,4.5,36.0
2022-02-08,5.3,55.0
2022-02-09,6.2,50.0
2022-02-10,2.3,90.0
2022-02-11,4.1,77.0
2022-02-12,4.7,62.0
2022-02-13,3.1,86.0
2022-02-14,3.9,77.0
2022-02-15,5.5,72.0
2022-02-16,6.0,60.0
2022-02-17,4.6,34.0
2022-02-18,5.7,41.0
2022-02-19,5.0,72.0
2022-02-20,5.9,77.0
2022-02-21,4.1,34.0
2022-02-22,4.4,38.0
2022-02-23,4.4,38.0
2022-02-24,4.8,34.0
2022-02-25,6.5,34.0
2022-02-26,8.6,47.0
2022-02-27,9.5,44.0
2022-02-28,9.8,41.0
2022-03-01,11.0,51.0
2022-03-02,11.2,57.0
2022-03-03,9.5,64.0
2022-03-04,8.1,49.0
2022-03-05,11.2,55.0
2022-03-06,8.1,33.0
2022-03-07,8.3,35.0
2022-03-08,6.3,74.0
2022-03-09,7.9,58.0
2022-03-10,9.0,57.0
2022-03-11,12.0,59.0
2022-03-12,14.6,48.0
2022-03-13,14.7,65.0
2022-03-14,16.4,70.0
2022-03-15,12.7,65.0
2022-03-16,14.1,64.0
2022-03-17,14.1,62.0
2022-03-18,5.2,91.0
2022-03-19,10.1,82.0
2022-03-20,9.9,59.0
2022-03-21,9.6,62.0
2022-03-22,3.7,92.0
2022-03-23,5.2,66.0
2022-03-24,8.2,73.0
2022-03-25,12.2,54.0
2022-03-26,16.1,80.0
2022-03-27,16.2,72.0
2022-03-28,13.5,49.0
2022-03-29,10.2,55.0
2022-03-30,14.5,77.0
2022-03-31,15.1,76.0
2022-04-01,7.6,63.0
2022-04-02,8.5,51.0
2022-04-03,8.2,84.0
2022-04-04,8.5,97.0
2022-04-05,12.6,78.0
2022-04-06,15.5,73.0
2022-04-07,14.3,72.0
2022-04-08,15.4,57.0
2022-04-09,17.2,65.0
2022-04-10,19.6,60.0
2022-04-11,18.9,73.0
2022-04-12,20.0,70.0
2022-04-13,20.8,75.0
2022-04-14,12.3,90.0
2022-04-15,10.1,97.0
2022-04-16,12.5,76.0
2022-04-17,13.7,68.0
2022-04-18,14.3,84.0
2022-04-19,15.3,75.0
2022-04-20,12.2,84.0
2022-04-21,16.4,76.0
2022-04-22,19.2,82.0
2022-04-23,20.8,74.0
2022-04-24,17.3,81.0
2022-04-25,19.9,77.0
2022-04-26,21.3,89.0
2022-04-27,23.0,79.0
2022-04-28,16.9,57.0
2022-04-29,12.9,86.0
2022-04-30,12.6,64.0
2022-05-01,12.7,83.0
2022-05-02,13.3,74.0
2022-05-03,15.2,63.0
2022-05-04,17.9,60.0
2022-05-05,19.8,65.0
2022-05-06,19.5,71.0
2022-05-07,18.5,87.0
2022-05-08,18.3,59.0
2022-05-09,14.1,80.0
2022-05-10,16.5,64.0
2022-05-11,18.7,63.0
2022-05-12,19.4,87.0
2022-05-13,18.8,100.0
2022-05-14,21.8,87.0
2022-05-15,17.5,67.0
2022-05-16,14.5,95.0
2022-05-17,15.7,90.0
2022-05-18,18.8,73.0
2022-05-19,20.5,60.0
2022-05-20,21.2,72.0
2022-05-21,18.2,91.0
2022-05-22,19.0,79.0
2022-05-23,19.6,72.0
2022-05-24,20.9,72.0
2022-05-25,21.8,71.0
2022-05-26,21.6,72.0
2022-05-27,21.0,91.0
2022-05-28,22.4,62.0
2022-05-29,24.1,53.0
2022-05-30,22.3,70.0
2022-05-31,18.7,91.0
2022-06-01,21.8,60.0
2022-06-02,22.5,70.0
2022-06-03,20.6,83.0
2022-06-04,20.3,68.0
2022-06-05,21.5,76.0
2022-06-06,16.6,97.0
2022-06-07,16.8,90.0
2022-06-08,17.2,82.0
2022-06-09,19.1,83.0
2022-06-10,21.2,78.0
2022-06-11,21.9,80.0
2022-06-12,21.4,72.0
2022-06-13,21.2,53.0
2022-06-14,17.3,80.0
2022-06-15,16.9,95.0
2022-06-16,20.3,87.0
2022-06-17,22.8,83.0
2022-06-18,22.7,90.0
2022-06-19,24.0,83.0
2022-06-20,25.1,81.0
2022-06-21,25.2,80.0
2022-06-22,23.8,87.0
2022-06-23,23.5,87.0
2022-06-24,27.5,75.0
2022-06-25,30.0,67.0
2022-06-26,29.6,61.0
2022-06-27,29.5,65.0
2022-06-28,29.2,71.0
2022-06-29,29.4,71.0
2022-06-30,30.8,66.0
2022-07-01,30.4,68.0
2022-07-02,29.5,72.0
2022-07-03,28.9,74.0
2022-07-04,26.5,81.0
2022-07-05,26.2,81.0
2022-07-06,26.0,82.0
2022-07-07,25.5,77.0
2022-07-08,26.0,67.0
2022-07-09,26.6,68.0
2022-07-10,27.4,75.0
2022-07-11,28.1,75.0
2022-07-12,25.9,85.0
2022-07-13,23.7,98.0
2022-07-14,23.8,95.0
2022-07-15,23.8,99.0
2022-07-16,23.5,100.0
2022-07-17,25.4,89.0
2022-07-18,27.5,79.0
2022-07-19,27.4,83.0
2022-07-20,29.7,65.0
2022-07-21,28.1,74.0
2022-07-22,28.3,81.0
2022-07-23,28.7,74.0
2022-07-24,28.3,73.0
2022-07-25,29.2,73.0
2022-07-26,26.6,94.0
2022-07-27,29.4,76.0
2022-07-28,28.8,80.0
2022-07-29,29.1,76.0
2022-07-30,29.9,75.0
2022-07-31,30.8,74.0
2022-08-01,30.6,72.0
2022-08-02,31.6,71.0
2022-08-03,31.5,75.0
2022-08-04,24.6,89.0
2022-08-05,23.8,83.0
2022-08-06,25.2,73.0
2022-08-07,27.6,80.0
2022-08-08,29.8,75.0
2022-08-09,30.9,69.0
2022-08-10,30.5,70.0
2022-08-11,29.5,75.0
2022-08-12,28.3,81.0
2022-08-13,25.5,94.0
2022-08-14,28.2,84.0
2022-08-15,29.4,78.0
2022-08-16,31.0,70.0
2022-08-17,27.3,77.0
2022-08-18,26.8,81.0
2022-08-19,27.5,62.0
2022-08-20,26.4,82.0
2022-08-21,26.0,87.0
2022-08-22,26.2,82.0
2022-08-23,28.7,83.0
2022-08-24,27.8,79.0
2022-08-25,25.7,77.0
2022-08-26,27.0,89.0
2022-08-27,29.0,80.0
2022-08-28,23.7,87.0
2022-08-29,23.3,69.0
2022-08-30,22.8,88.0
2022-08-31,27.1,85.0
2022-09-01,27.1,90.0
2022-09-02,23.2,98.0
2022-09-03,24.6,84.0
2022-09-04,26.1,81.0
2022-09-05,26.6,80.0
2022-09-06,27.8,82.0
2022-09-07,26.8,90.0
2022-09-08,23.5,91.0
2022-09-09,24.5,87.0
2022-09-10,25.3,70.0
2022-09-11,24.4,72.0
2022-09-12,25.8,74.0
2022-09-13,26.1,83.0
2022-09-14,26.7,76.0
2022-09-15,23.6,70.0
2022-09-16,25.1,65.0
2022-09-17,26.9,73.0
2022-09-18,25.2,99.0
2022-09-19,27.1,92.0
2022-09-20,22.3,94.0
2022-09-21,19.5,75.0
2022-09-22,20.3,69.0
2022-09-23,21.7,91.0
2022-09-24,23.1,100.0
2022-09-25,22.9,75.0
2022-09-26,23.3,75.0
2022-09-27,23.2,76.0
2022-09-28,22.8,63.0
2022-09-29,22.4,73.0
2022-09-30,23.2,71.0
2022-10-01,23.6,67.0
2022-10-02,23.5,64.0
2022-10-03,23.0,77.0
2022-10-04,25.2,71.0
2022-10-05,19.8,88.0
2022-10-06,13.1,92.0
2022-10-07,12.4,94.0
2022-10-08,16.1,86.0
2022-10-09,17.0,84.0
2022-10-10,18.1,95.0
2022-10-11,21.6,65.0
2022-10-12,18.5,68.0
2022-10-13,15.8,91.0
2022-10-14,17.9,91.0
2022-10-15,20.2,79.0
2022-10-16,20.0,82.0
2022-10-17,20.1,93.0
2022-10-18,16.2,85.0
2022-10-19,14.6,70.0
2022-10-20,14.7,58.0
2022-10-21,16.7,68.0
2022-10-22,16.6,77.0
2022-10-23,18.2,71.0
2022-10-24,13.3,77.0
2022-10-25,12.8,58.0
2022-10-26,13.8,59.0
2022-10-27,12.8,65.0
2022-10-28,13.5,73.0
2022-10-29,15.8,59.0
2022-10-30,13.8,58.0
2022-10-31,14.7,62.0
2022-11-01,14.8,69.0
2022-11-02,16.7,72.0
2022-11-03,17.8,70.0
2022-11-04,15.5,73.0
2022-11-05,14.0,56.0
2022-11-06,13.5,61.0
2022-11-07,13.7,70.0
2022-11-08,15.9,55.0
2022-11-09,14.6,58.0
2022-11-10,15.2,64.0
2022-11-11,16.1,66.0
2022-11-12,16.6,77.0
2022-11-13,18.0,82.0
2022-11-14,16.1,52.0
2022-11-15,11.1,93.0
2022-11-16,12.4,66.0
2022-11-17,12.8,58.0
2022-11-18,13.2,67.0
2022-11-19,13.7,61.0
2022-11-20,11.6,80.0
2022-11-21,13.4,93.0
2022-11-22,15.4,74.0
2022-11-23,11.7,93.0
2022-11-24,15.3,66.0
2022-11-25,13.5,67.0
2022-11-26,12.7,81.0
2022-11-27,14.4,54.0
2022-11-28,11.7,65.0
2022-11-29,16.7,84.0
2022-11-30,16.6,81.0
2022-12-01,10.1,74.0
2022-12-02,9.4,60.0
2022-12-03,7.8,67.0
2022-12-04,10.2,66.0
2022-12-05,7.6,78.0
2022-12-06,6.1,94.0
2022-12-07,8.5,71.0
2022-12-08,9.3,62.0
2022-12-09,9.3,66.0
2022-12-10,10.4,65.0
2022-12-11,9.5,72.0
2022-12-12,8.2,59.0
2022-12-13,7.2,87.0
2022-12-14,9.2,52.0
2022-12-15,7.0,47.0
2022-12-16,8.2,51.0
2022-12-17,6.7,64.0
2022-12-18,6.5,57.0
2022-12-19,4.9,38.0
2022-12-20,5.4,48.0
2022-12-21,6.5,60.0
2022-12-22,7.2,86.0
2022-12-23,5.4,29.0
2022-12-24,6.2,42.0
2022-12-25,6.9,49.0
2022-12-26,6.3,46.0
2022-12-27,6.8,48.0
2022-12-28,6.5,61.0
2022-12-29,8.1,51.0
2022-12-30,6.6,51.0
2022-12-31,5.7,60.0
