Date,Open,High,Low,Close,Volume
2021-09-08,2672.78,2730.95,2672.78,2722.64,24468131.205105
2021-09-09,2717.1,2775.26,2694.94,2703.25,27762320.750222
2021-09-10,2736.49,2742.03,2697.71,2736.49,22481655.41225
2021-09-13,2753.11,2753.11,2678.32,2722.64,22268633.464162
2021-09-14,2717.1,2816.81,2694.94,2758.65,32154817.910363
2021-09-15,2739.26,2874.97,2733.72,2866.66,34257912.051333
2021-09-16,2905.44,2966.38,2714.33,2786.35,57672149.288162
2021-09-17,2786.35,2902.67,2775.26,2866.66,38450025.705054
2021-09-21,2728.18,2822.35,2728.18,2786.35,32932507.86
2021-09-22,2786.35,2838.97,2764.19,2816.81,23310615.532203
2021-09-24,2933.14,3046.69,2897.13,3043.92,45859423.648417
2021-09-27,3127.02,3129.79,2811.27,2844.51,59738419.60591
2021-09-28,2797.43,2833.43,2512.14,2611.85,70470893.030051
2021-09-29,2541.87,2729.42,2536.26,2614.65,55270547.996197
2021-09-30,2631.45,2634.25,2329.11,2365.5,65642011.430551
2021-10-01,2281.52,2449.48,2259.13,2323.51,68068237.408193
2021-10-04,2315.11,2365.5,2091.16,2135.95,87279418.939398
2021-10-05,2082.77,2203.14,1959.59,2147.15,101721024.92759
2021-10-06,2183.54,2194.74,2032.38,2063.16,78678682.284991
2021-10-07,2099.56,2200.34,2040.77,2169.54,67969644.046135
2021-10-08,2191.94,2242.33,2051.97,2068.77,83244640.36739
2021-10-11,2133.15,2200.34,2093.96,2155.54,49183911.660911
2021-10-12,2138.75,2191.94,2119.15,2147.15,40977541.696212
2021-10-13,2119.15,2135.95,2074.37,2088.36,27945875.529502
2021-10-14,2068.77,2113.55,1981.99,2018.38,44014609.917902
2021-10-15,2015.58,2121.95,1970.78,2096.76,45463843.803479
2021-10-18,2079.96,2135.95,2063.16,2110.76,31382311.749367
